"Rec No"	"Log:Obj Id"	"Log:Set No"	"Log:Condition"	"Log:Retval"	"Log:Unconditional"	"Log:Action"	"Log:Source"	"Log:Csource"	"Log:Flag1"	"Log:Flag2"	"Log:Flag3"	"Log:Filler"	"Log:Exlong"	"Log:User"	"Log:Date"
        2594	"M7000"	    208	"SEL:DOC_NO = "QOC04120""	""Motion to Modify Bond Restrictions""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,822"
        2595	"P4766"	      1		""my attorney""	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,823"
        2596	"P4768"	      1	"~P4766V = "my attorney""	"~P0190G"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,823"
        2597	"P4770"	      1	"~P4768V = ~P0190G"	"~P0003G"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,823"
        2598	"M7000"	    209	"SEL:DOC_NO = "QOC04124""	""Request for Hearing Outside the Presence of the Jury" & CHOOSETF(~P4772V != ""," to consider " & ~P4772V,"")"	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"JW"	"        72,896"
        2599	"M7000"	    132	"SEL:DOC_NO = "QOC0142""	""Petition for Expunction""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,903"
        2600	"D4800"	      1	"~A4605V !INC 1"	"E4800V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,823"
        2601	"D4802"	      1	"~A4605V !INC 2"	"E4802V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,823"
        2602	"D4804"	      1	"~A4605V !INC 3"	"E4804V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,823"
        2606	"M7000"	    210	"SEL:DOC_NO = "QOC04126""	""Motion to Challenge Jury Array""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,823"
        2609	"A8032"	      1	"~A8030[LOOP()]V != 4"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,823"
        2610	"I8032"	      4	"~A8046[LOOP()]V = 4"	""due to mistake""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"BRS"	"        79,791"
        2611	"I8032"	      5	"~A8046[LOOP()]V = 5"	""due to false information""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"BRS"	"        79,791"
        2612	"D8038"	      1	"~A8048[LOOP()]V != 6"	"E8038V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"hkb"	"        81,778"
        2613	"I8032"	      7	"~A8046[LOOP()]V = 7"	""~P8917V""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"BRS"	"        79,791"
        2614	"M7000"	    211	"SEL:DOC_NO = "QOC04130""	""Motion for Jury to View the Scene""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,906"
        2615	"P8916"	      1	"~P8910[LOOP()]V != """	"~P8910[LOOP()]V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,823"
        2616	"D4812"	      1	"~A4620V !INC 1"	"E4812V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,823"
        2617	"D4814"	      1	"~A4620V !INC 2"	"E4814V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,823"
        2618	"D4816"	      1	"~A4620V !INC 3"	"E4816V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,823"
        2619	"D4818"	      1	"~A4625V != "Y""	"E4818V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,823"
        2620	"P4780"	      1	"~P8000V != """	"~P8000V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,823"
        2621	"I0216"	      1		"CHOOSETF(~A0200V != 2, "defense", "prosecution")"	  1	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,823"
        2622	"M7000"	    212	"SEL:DOC_NO = "QOC04132""	""Motion for Preferential Setting""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,823"
        2623	"A4625"	      1	"ASM("QOC04134") AND ~A4623V = 2"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,823"
        2624	"D4817"	      1	"~A4623V != 1"	"E4817V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,823"
        2625	"I4402"	      1	"~A4623V = 1"	""GRANTED""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,823"
        2626	"I4402"	      2	"~A4623V = 2"	""DENIED""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,824"
        2627	"P3053"	      1		""9:00 a.m.""	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,823"
        2628	"P3054"	      1		""1""	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,823"
        2629	"D8040"	      1	"COUNTDIM(X = 3,~A8048V,1,-1) = 0 AND COUNTDIM(X = 4,~A8048V,1,-1) = 0"	"E8040V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"hkb"	"        81,778"
        2633	"D4820"	      1	"~A0195V != "Y""	"E4820V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,824"
        2634	"A0192"	      3	"~A0183V + ~A0185V + ~A0187V < 2"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,824"
        2635	"D4830"	      1	"~A0192V != 1 AND (~A0183V + ~A0185V + ~A0187V != 1)"	"E4830V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,825"
        2636	"D4832"	      1	"~A0192V != 2"	"E4832V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,824"
        2637	"P4436"	      1	"~P0006G != "" AND ~P0007G != """	""(" & ~P0006G & ") " & ~P0007G"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,824"
        2638	"A0192"	      1	"ASM("QOC0254") AND ~A9064V = 2"	1	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,824"
        2639	"A0192"	      2	"ASM("QOC0254") AND ~A9064V = 3"	1	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,824"
        2640	"A0184"	      1		""N""	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,824"
        2641	"A0186"	      1		""N""	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,824"
        2642	"A0188"	      1		""N""	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,824"
        2643	"CRPTS"	      1	"(~A5083V INC LOOP()) AND (LOOP() = 1)"	""weapons""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2644	"CRPTS"	      2	"(~A5083V INC LOOP()) AND (LOOP() = 2)"	""bullets""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2645	"CRPTS"	      3	"(~A5083V INC LOOP()) AND (LOOP() = 3)"	""shots""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2646	"CRPTS"	      4	"(~A5083V INC LOOP()) AND (LOOP() = 4)"	""waddings""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2647	"CRPTS"	      5	"(~A5083V INC LOOP()) AND (LOOP() = 5)"	""cartridge cases""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2648	"CRPTS"	      6	"(~A5083V INC LOOP()) AND (LOOP() = 6)"	""tool marks""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2649	"CRPTS"	      7	"(~A5083V INC LOOP()) AND (LOOP() = 7)"	""blood""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2650	"CRPTS"	      8	"(~A5083V INC LOOP()) AND (LOOP() = 8)"	""DNA""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2651	"CRPTS"	      9	"(~A5083V INC LOOP()) AND (LOOP() = 9)"	""bodily fluids""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2652	"P4356"	      1	"~P9168V != """	"~P9168V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,825"
        2653	"P4356"	      2	"~P3050V != """	"~P3050V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,825"
        2654	"CRPTS"	     10	"(~A5083V INC LOOP()) AND (LOOP() = 10)"	""breath""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2655	"CRPTS"	     11	"(~A5083V INC LOOP()) AND (LOOP() = 11)"	""hair""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2656	"CRPTS"	     12	"(~A5083V INC LOOP()) AND (LOOP() = 12)"	""threads""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2657	"CRPTS"	     13	"(~A5083V INC LOOP()) AND (LOOP() = 13)"	""drugs and controlled substances""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2658	"CRPTS"	     14	"(~A5083V INC LOOP()) AND (LOOP() = 14)"	""fingerprints""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2659	"CRPTS"	     15	"(~A5083V INC LOOP()) AND (LOOP() = 15)"	""medical or psychological examinations""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2660	"P4358"	      1	"~P9174V != """	"~P9174V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,825"
        2661	"P4358"	      2		""9:00 a.m.""	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,825"
        2662	"CRPTS"	     16	"(~A5083V INC LOOP()) AND (LOOP() = 16)"	""~P8112V""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"BC"	"        73,257"
        2663	"L5083"	      1	"LOOP() <= 16"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2664	"P8112"	      1	"~A5083V !INC 16"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2665	"I5083"	      1	"NUMBEROF(~A5083V) > 0"	"", including, but not limited to, " & LISTDIM("and", ~CRPTSV, 1, 16)"	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2666	"A5083"	      1	"~A5082V !INC 3"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2667	"D5080"	      1	"~A5086V !INC 1"	"E5080V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2668	"D5082"	      1	"~A5086V !INC 2"	"E5082V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2669	"D5084"	      1	"~A5086V !INC 3"	"E5084V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2670	"D5086"	      1	"~A5086V !INC 4"	"E5086V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2671	"D5088"	      1	"~A5086V !INC 5"	"E5088V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2672	"D5090"	      1	"~A5086V !INC 6"	"E5090V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,825"
        2673	"CDNAQ"	      1	"(~A4630V INC LOOP()) AND (LOOP() = 1)"	""blood""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,825"
        2674	"CDNAQ"	      2	"(~A4630V INC LOOP()) AND (LOOP() = 2)"	""hair""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,825"
        2675	"CDNAQ"	      3	"(~A4630V INC LOOP()) AND (LOOP() = 3)"	""seminal fluid""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,825"
        2676	"CDNAQ"	      4	"(~A4630V INC LOOP()) AND (LOOP() = 4)"	""saliva""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,825"
        2677	"CDNAQ"	      5	"(~A4630V INC LOOP()) AND (LOOP() = 5)"	""skin""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,825"
        2678	"CDNAQ"	      6	"~A4630V INC 6 AND LOOP() > 5"	"~P4788[LOOP() - 5]V"	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,895"
        2679	"A4635"	      1		5	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"JW"	"        73,739"
        2680	"I4630"	      1	"NUMBEROF(~A4630V) > 0"	"LISTDIM("and",~CDNAQV,1,-1)"	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,825"
        2681	"I4632"	      1	"~A4635V = 1"	""(d)""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"JW"	"        73,739"
        2682	"D4834"	      1	"~A4635V = 5"	"E4834V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"JW"	"        73,739"
        2683	"M7000"	    213	"SEL:DOC_NO = "QOC04136""	""Motion for Independent Examination of DNA Evidence""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,825"
        2684	"L4630"	      1	"LOOP() <= 6 + ~A4632V - 1"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,895"
        2685	"P4788"	      1	"~A4630V !INC 6"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,825"
        2686	"I4632"	      2	"~A4635V = 2"	""(h)""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"JW"	"        73,739"
        2687	"I4632"	      3	"~A4635V = 3"	""2(g)""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"JW"	"        73,739"
        2688	"D4836"	      1	"~A4635V = 2 OR ~A4635V = 4"	"E4836V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"JW"	"        73,739"
        2689	"D4838"	      1	"~A4635V = 1 OR ~A4635V = 3"	"E4838V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"JW"	"        73,739"
        2690	"D4822"	      1	"~A4628V = 3"	"E4822V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,825"
        2691	"D4824"	      1	"~A4628V = 1"	"E4824V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,825"
        2692	"I4628"	      1	"~A4628V = 1"	""GRANTED""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,825"
        2693	"I4628"	      2	"~A4628V = 2"	""GRANTED in part, and DENIED in part""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,825"
        2694	"I4628"	      3	"~A4628V = 3"	""DENIED""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,825"
        2695	"M1408"	      1		"UPPER(~P1408V)"	  1	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,826"
        2696	"P9573"	      1		""Texas""	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,826"
        2697	"M7000"	    203	"SEL:DOC_NO = "QOC0495""	""Special Bill of Review""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,826"
        2698	"I9203"	      1	"~A8997V = 1"	""DISTRICT""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,829"
        2699	"I9203"	      2		""COUNTY""	  1	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,829"
        2700	"P9618"	      1	"~A8034V = 1"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,833"
        2701	"I9618"	      1	"~A8034V = 1"	""FIRST""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,833"
        2702	"D8042"	      1	"~A8034V != 2"	"E8042V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,833"
        2703	"I8034"	      1	"~A8034V = 1"	""29.06""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,833"
        2704	"I8034"	      2	"~A8034V = 2"	""29.07""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,833"
        2705	"I9620"	      1	"~A8034V = 1"	""First""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,833"
        2706	"I9620"	      2	"~P9618V != """	"~P9618V"	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,833"
        2707	"D8044"	      1	"~A8036V != "Y""	"E8044V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,833"
        2708	"M7000"	     27	"SEL:DOC_NO = "DOC0483""	""Motion in Limine Regarding Application for Community Supervision""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,837"
        2709	"M7000"	     29	"SEL:DOC_NO = "DOC0500""	""Motion for Defendant to Appear in Personal Clothing and Without Restraints""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,906"
        2710	"M7000"	     54	"SEL:DOC_NO = "DOC0820""	""Motion Invoking ""the Rule""""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,908"
        2711	"M7000"	     55	"SEL:DOC_NO = "DOC0821""	""Motion To Exempt Witness From ""the Rule""""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,908"
        2712	"M7000"	     56	"SEL:DOC_NO = "DOC0850""	""Motion To Reopen Testimony of " & CHOOSETF(~A0200V = 1, "Defendant", "the Prosecution")"	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,837"
        2713	"M7000"	     58	"SEL:DOC_NO = "DOC0870""	""Motion For Instructed Verdict""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,837"
        2714	"M7000"	     61	"SEL:DOC_NO = "DOC0915""	""Motion To Change Punishment Election""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,837"
        2715	"M7000"	    140	"SEL:DOC_NO = "QOC0173""	""Motion To Discharge Jury Prior to Verdict""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,837"
        2718	"M7000"	    214	"SEL:DOC_NO = "QOC04140""	""Request for Notice of Intent to Offer Extraneous Conduct Under Rule 404(b) and Evidence of Conviction under Rule 609(f) and Evidence of an Extraneous Crime or Bad Act Under Article 37.07""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,838"
        2719	"D9970"	      1	"~A0200V != 1"	"E9970V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,838"
        2720	"A9146"	      1	"~A0200V = 1"	2	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,839"
        2721	"A9146"	      2	"~A0200V = 2"	3	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,839"
        2722	"CSIDE"	      1		2	  1	"EVALUATE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,839"
        2723	"D4549"	      1	"~A4474V = 3"	"E4549V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,840"
        2724	"D0094"	      1	"~A0082V = 2"	"E0094V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,840"
        2725	"A8040"	      1	"~A9007V != """	"~A9007V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,844"
        2726	"L8040"	      1	"LOOP() <= ~A8040V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,844"
        2727	"I8040"	      1	"~A8040V > 1"	""es""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,844"
        2728	"I9204"	      1	"~A8997V = 1"	""caption1""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"MEE"	"        72,907"
        2729	"I9204"	      2	"~A8997V = 2"	""caption9""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"MEE"	"        72,907"
        2730	"I9204"	      3	"~A8997V = 3"	""caption2""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"MEE"	"        72,907"
        2731	"A0200"	      1		1	  1	"ASSIGN"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,844"
        2732	"P9979"	      2	"~P9204V <> """	"~P9204V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,894"
        2733	"P9979"	      3	"~P2012V <> """	"~P2012V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,894"
        2734	"P9979"	      4	"~P9984V != """	"~P9984V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,894"
        2736	"P9979"	      1	"~P9984V != """	"CAPS(~P9984V)"	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,894"
        2737	"P9984"	      2	"~P9979V != """	"UPPER(~P9979V)"	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,894"
        2738	"P2012"	      3	"~P9979V != """	"~P9979V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,894"
        2739	"P0519"	      1		"FORMAT(TODAY(),@D4B)"	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"JW"	"        72,894"
        2741	"P8901"	      1	"~P8906[LOOP()]V != """	"~P8906[LOOP()]V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,894"
        2751	"P3240"	      1	"~P3205V != """	"~P3205V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,895"
        2752	"P3245"	      1	"~P3205V != """	"~P3205V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,895"
        2753	"P3255"	      1	"~P3205V != """	"~P3205V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,895"
        2754	"P3250"	      1	"~P3205V != """	"~P3205V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,895"
        2755	"P9726"	      1	"~P4052V != """	"~P4052V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,895"
        2756	"P3252"	      1	"~P3205V != """	"~P3205V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,895"
        2757	"P9833"	      1		"FORMAT(TODAY(),@D4B)"	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,895"
        2758	"A4632"	      1	"~A4630V !INC 6"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,895"
        2759	"L4632"	      1	"LOOP() <= ~A4632V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,895"
        2760	"A4419"	      2		""1""	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,895"
        2761	"D9240"	      1	"~A9240V != "Y""	"E9240V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"JW"	"        72,895"
        2762	"I5014"	      1	"NUMBEROF(~A5012V) = 1"	""This proceeding was""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"JW"	"        72,895"
        2763	"I5014"	      2	"NUMBEROF(~A5012V) > 1"	""These proceedings were""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"JW"	"        72,895"
        2764	"I5016"	      1	"NUMBEROF(~A5012V) > 1"	""s""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"JW"	"        72,895"
        2765	"P4459"	      1	"(~P3205V - (~P4450V + ~P4452V + ~P4455V)) > 0"	"FORMAT((~P3205V - (~P4450V + ~P4452V + ~P4455V)),@N9.2)"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,895"
        2766	"P4461"	      1	"~P3205V + ~P4450V + ~P4452V + ~P4455V > 0"	"FORMAT(~P3205V + ~P4450V + ~P4452V + ~P4455V,@N9.2)"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,895"
        2767	"A4405"	      3	"ASM("QOC0497") AND ~A4404V !INC 2"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,908"
        2768	"P4642"	      1		"FORMAT(TODAY(),@D4B)"	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,895"
        2769	"A4555"	      2	"~A4540V = 1"	""5""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,895"
        2770	"P4633"	      1	"~P4632V != """	"~P4632V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,895"
        2771	"P4733"	      1	"~P4732V != """	"~P4732V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,895"
        2772	"P4733"	      2	"~P4632V != """	"~P4632V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,895"
        2773	"D4601"	      1	"~A4501V = "N""	"E4601V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,895"
        2774	"A4358"	      2	"~A4417V != """	"~A4417V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,896"
        2775	"I3548"	      1		"CHOOSETF(~A2150V != "F","he","she")"	  1	"INSERT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2776	"M7000"	    217	"SEL:DOC_NO = "DOC0820""	""Motion Invoking The Rule""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"JW"	"        72,896"
        2777	"M7000"	    218	"SEL:DOC_NO = "DOC0850""	""Motion to Reopen Testimony""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"JW"	"        72,896"
        2778	"A4560"	      2	"~A4555V INC 5"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,896"
        2779	"A9000"	      8	"ASM("DOC0725") OR ASM("DOC0395")"	1	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2780	"I3600"	      1	"~NA001V = NUMBEROF(~A5086V)"	"".""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2781	"I3600"	      2	"~NA001V = NUMBEROF(~A5086V) - 1"	""; and""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2782	"I3600"	      3		"";""	  1	"INSERT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2783	"A5170"	      3		""1 3 5 6 7 8 9""	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2784	"A5172"	      3		""1 2 3 4 6 7 10""	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2785	"A5174"	      3		""3""	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2786	"A5176"	      3		""1 2 3 4""	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2787	"A5178"	      3		""1 2 3 4""	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
